Word,Word,N_Dens (S),N_Freq (S) [1],N_Freq (S) [2],"N_Dens (S,A,D)","N_Freq (S,A,D) [1]","N_Freq (S,A,D) [2]",Neighbours,Neighbours,Edit distance to nw,Phon spread,C_coeff (sub only),C_coeff (SAD),Uniqueness point,n_watch
victorious,vɪkˈtɔːrɪəs,1,1.832508913,1.832508913,2,2.203848379,2.203848379,"['vɪkˈtɔːrɪə', 'vɪkˈtɔːrɪən']","['victoria', 'victorian']",2,1,0,1,9,"[0, 0, 0, 0, 0, 0, 0, 1]"
victory,ˈvɪkt(ə)ri,0,0,0,0,0,0,[],[],3,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0]"
video,ˈvɪdɪəʊ,0,0,0,0,0,0,[],[],2,0,0,0,6,"[0, 0, 0, 0, 0]"
Vietnamese,ˈvjɛtnəmiːz,0,0,0,0,0,0,[],[],6,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
view,vjuː,9,2.324846466,2.324846466,11,2.118033322,2.118033322,"['juː', 'θjuː', 'ˈvjuːə', 's(j)uː', 'kjuː', 'pjuː', 'fjuː', 'njuː', 'mjuː', 'hjuː', 'djuː']","['yew', 'thew', 'viewer', 'sue', 'queue', 'pew', 'phew', 'new', 'mu', 'hue', 'due']",3,1,1,0.818181818,4,"[9, 0, 0]"
viewpoint,ˈvjuːpɔɪnt,0,0,0,0,0,0,[],[],4,0,0,0,4,"[0, 0, 0, 0, 0, 0, 0]"
vigor,ˈvɪɡə,7,2.164077968,2.164077968,7,2.164077968,2.164077968,"['ˈrɪɡə', 'ˈnɪɡə', 'ˈvɪkə', 'ˈvɪlə', 'ˈfɪɡə', 'ˈdɪɡə', 'ˈdʒɪɡə']","['rigour', 'nigger', 'vicar', 'villa', 'figure', 'digger', 'chigger']",2,2,0.523809524,0.523809524,5,"[5, 0, 2, 0]"
Viking,ˈvʌɪkɪŋ,2,2.32002197,2.32002197,3,1.938711733,1.938711733,"['ˈvʌɪɪŋ', 'ˈlʌɪkɪŋ', 'ˈhʌɪkɪŋ']","['vying', 'liking', 'hiking']",2,1,1,0.333333333,4,"[2, 0, 0, 0, 0]"
vile,vʌɪl,17,2.170680805,2.170680805,20,2.061167923,2.061167923,"['vɔɪl', 'vəʊl', 'ˈvʌɪəl', 'wʌɪl', 'ˈvʌɪə', 'vʌɪs', 'vʌɪ', 'vʌɪn', 'veɪl', 'viːl', 'tʌɪl', 'rʌɪl', 'pʌɪl', 'nʌɪl', 'mʌɪl', 'lʌɪl', 'ʌɪl', 'ɡʌɪl', 'fʌɪl', 'bʌɪl']","['voile', 'vole', 'viol', 'while', 'via', 'vice', 'vie', 'vine', 'vail', 'veal', 'tile', 'rile', 'pile', 'nile', 'mile', 'lisle', 'isle', 'guile', 'file', 'bile']",1,3,0.397058824,0.357894737,4,"[10, 4, 3]"
villa,ˈvɪlə,11,1.591342262,1.591342262,12,1.458730407,1.591342262,"['ˈviːlə', 'ˈvɪɡə', 'ˈvɪlən', 'ˈvalə', 'ˈsɪlə', 'ˈtʃɪlə', 'ˈvɪkə', 'ˈtɪlə', 'ˈpɪlə', 'ˈmɪlə', 'ˈkɪlə', 'ˈfɪlə']","['vela', 'vigour', 'villein', 'valour', 'scylla', 'chiller', 'vicar', 'tiller', 'pillar', 'miller', 'killer', 'filler']",2,3,0.418181818,0.348484848,5,"[7, 2, 2, 0]"
village,ˈvɪlɪdʒ,3,0.848847554,1.273271332,4,0.896983837,1.195978449,"['ˈtɪlɪdʒ', 'ˈvɪlɪdʒə', 'ˈvɪzɪdʒ', 'ˈpɪlɪdʒ']","['tillage', 'villager', 'visage', 'pillage']",2,2,0.333333333,0.166666667,6,"[2, 0, 1, 0, 0]"
villain,ˈvɪlən,1,3.086003706,3.086003706,3,2.214102069,2.214102069,"['ˈvɪlə', 'ˈvɪləni', 'ˈvɪʒ(ə)n']","['villa', 'villainy', 'vision']",1,1,0,0,6,"[0, 0, 1, 0, 0]"
vine,vʌɪn,19,2.441072104,2.728257057,20,2.421284648,2.690316275,"['tʌɪn', 'dʌɪn', 'tʃʌɪn', 'bʌɪn', 'wʌɪn', 'ˈvʌɪə', 'vʌɪs', 'vʌɪ', 'vʌɪl', 'veɪn', 'van', 'ðʌɪn', 'sʌɪn', 'ʃʌɪn', 'rʌɪn', 'pʌɪn', 'nʌɪn', 'mʌɪn', 'lʌɪn', 'fʌɪn']","['tine', 'dyne', 'chine', 'bine', 'whine', 'via', 'vice', 'vie', 'vile', 'vain', 'van', 'thine', 'sign', 'shine', 'rhine', 'pine', 'nine', 'mine', 'line', 'fine']",1,3,0.555555556,0.515789474,4,"[14, 2, 3]"
vinegar,ˈvɪnɪɡə,0,0,0,0,0,0,[],[],3,0,0,0,7,"[0, 0, 0, 0, 0, 0]"
vineyard,ˈvɪnjɑːd,0,0,0,0,0,0,[],[],2,0,0,0,5,"[0, 0, 0, 0, 0, 0]"
vintage,ˈvɪntɪdʒ,1,1.602059991,1.602059991,1,1.602059991,1.602059991,['ˈvɑːntɪdʒ'],['vantage'],3,1,0,0,5,"[0, 1, 0, 0, 0, 0]"
vinyl,ˈvʌɪn(ə)l,6,1.251291183,1.876936774,7,1.140695479,1.59697367,"['ˈvəːn(ə)l', 'ˈvʌɪnəs', 'ˈvʌɪəl', 'ˈrʌɪn(ə)l', 'ˈvʌɪt(ə)l', 'ˈviːn(ə)l', 'ˈfʌɪn(ə)l']","['vernal', 'vinous', 'viol', 'rhinal', 'vital', 'venal', 'final']",2,4,0.133333333,0.142857143,5,"[2, 2, 1, 0, 1]"
violate,ˈvʌɪəleɪt,1,2.613841822,2.613841822,1,2.613841822,2.613841822,['ˈvʌɪələt'],['violet'],1,1,0,0,6,"[0, 0, 0, 0, 1, 0]"
violation,vʌɪəˈleɪʃn,0,0,0,0,0,0,[],[],5,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0]"
violence,ˈvʌɪəl(ə)ns,1,2.92992956,2.92992956,1,2.92992956,2.92992956,['ˈvʌɪəl(ə)nt'],['violent'],2,1,0,0,7,"[0, 0, 0, 0, 0, 0, 1]"
violet,ˈvʌɪələt,1,2.089905111,2.089905111,2,2.509917336,2.509917336,"['ˈvʌɪəleɪt', 'ˈvʌɪəl(ə)nt']","['violate', 'violent']",4,1,0,0,6,"[0, 0, 0, 0, 1, 0]"
violin,ˈvʌɪəlɪn,0,0,0,0,0,0,[],[],1,0,0,0,7,"[0, 0, 0, 0, 0, 0]"
violist,vɪˈəʊlɪst,0,0,0,0,0,0,[],[],3,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0]"
virgin,ˈvəːdʒɪn,2,2.307638266,2.307638266,2,2.307638266,2.307638266,"['ˈvəːdʒɪl', 'ˈvəːmɪn']","['virgil', 'vermin']",3,2,0,0,6,"[0, 0, 1, 0, 1]"
virginity,vəˈdʒɪnɪti,0,0,0,0,0,0,[],[],3,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtual,ˈvəːtjʊəl,1,1.949390007,1.949390007,1,1.949390007,1.949390007,['ˈvəːtjʊəs'],['virtuous'],2,1,0,0,6,"[0, 0, 0, 0, 0, 1]"
virtue,ˈvəːtjuː,0,0,0,0,0,0,[],[],3,0,0,0,5,"[0, 0, 0, 0, 0]"
virtuous,ˈvəːtjʊəs,1,2.127104798,2.127104798,1,2.127104798,2.127104798,['ˈvəːtjʊəl'],['virtual'],2,1,0,0,7,"[0, 0, 0, 0, 0, 1]"
virus,ˈvʌɪrəs,2,1.117764224,2.235528447,2,1.117764224,2.235528447,"['ˈvʌɪnəs', 'ˈsʌɪrəs']","['vinous', 'cyrus']",2,2,0,0,4,"[1, 0, 1, 0, 0]"
visa,ˈviːzə,6,1.475578464,1.475578464,6,1.475578464,1.475578464,"['ˈviːlə', 'ˈviːtə', 'ˈvʌɪzə', 'ˈtiːzə', 'ˈɡiːzə', 'ˈsiːzə']","['vela', 'vita', 'visor', 'teaser', 'geezer', 'caesar']",2,3,0.266666667,0.266666667,3,"[3, 1, 2, 0]"
viscous,ˈvɪskəs,1,1.113943352,1.113943352,1,1.113943352,1.113943352,['ˈdɪskəs'],['discus'],3,1,0,0,5,"[1, 0, 0, 0, 0, 0]"
visibility,vɪzɪˈbɪlɪti,0,0,0,0,0,0,[],[],5,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
visible,ˈvɪzɪb(ə)l,1,0,0,1,0,0,['ˈrɪzɪb(ə)l'],['risible'],2,1,0,0,6,"[1, 0, 0, 0, 0, 0, 0]"
vision,ˈvɪʒ(ə)n,1,0,0,1,0,0,['ˈvɪlən'],['villein'],3,1,0,0,6,"[0, 0, 1, 0, 0]"
visit,ˈvɪzɪt,1,1.041392685,1.041392685,2,1.845850104,1.845850104,"['ˈvɪzɪdʒ', 'ˈvɪzɪtə']","['visage', 'visitor']",2,1,0,0,6,"[0, 0, 0, 0, 1]"
visitation,vɪzɪˈteɪʃ(ə)n,0,0,0,0,0,0,[],[],4,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
visitor,ˈvɪzɪtə,0,0,0,1,3.476251796,3.476251796,['ˈvɪzɪt'],['visit'],2,0,0,0,7,"[0, 0, 0, 0, 0, 0]"
visor,ˈvʌɪzə,6,1.876122506,1.876122506,7,1.930630516,1.930630516,"['ˈvʌɪə', 'ˈvʌɪpə', 'ˈviːzə', 'ˈvʌɪvə', 'ˈrʌɪzə', 'ˈmʌɪzə', 'ˈkʌɪzə']","['via', 'viper', 'visa', 'viva', 'riser', 'miser', 'kaiser']",2,3,0.266666667,0.285714286,3,"[3, 1, 2, 0]"
visual,ˈvɪʒ(j)ʊəl,0,0,0,0,0,0,[],[],4,0,0,0,7,"[0, 0, 0, 0, 0, 0]"
visualization,vɪʒ(j)ʊəlʌɪˈzeɪʃ(ə)n,0,0,0,0,0,0,[],[],6,0,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
visualize,ˈvɪʒ(j)ʊəlʌɪz,0,0,0,0,0,0,[],[],5,0,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0]"
vital,ˈvʌɪt(ə)l,3,1.594329437,2.391494156,5,1.32436748,1.655459351,"['ˈvʌɪəl', 'ˈvɪt(ə)l', 'ˈvʌɪn(ə)l', 'ˈvʌɪt(ə)li', 'ˈtʌɪt(ə)l']","['viol', 'victual', 'vinyl', 'vitally', 'title']",2,3,0,0.1,6,"[1, 1, 1, 0, 0]"
vitality,vʌɪˈtalɪti,0,0,0,0,0,0,[],[],2,0,0,0,4,"[0, 0, 0, 0, 0, 0, 0, 0]"
vitalize,ˈvʌɪt(ə)lʌɪz,0,0,0,0,0,0,[],[],2,0,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
vitals,ˈvʌɪt(ə)lz,1,1.361727836,1.361727836,3,1.320172781,1.980259172,"['ˈvʌɪt(ə)l', 'ˈvʌɪt(ə)lʌɪz', 'ˈvʌɪt(ə)li']","['vital', 'vitalize', 'vitally']",3,1,0,0.333333333,6,"[0, 0, 0, 0, 0, 1]"
vitamin,ˈvɪtəmɪn,0,0,0,0,0,0,[],[],2,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0]"
vivacious,vɪˈveɪʃəs,0,0,0,0,0,0,[],[],4,0,0,0,4,"[0, 0, 0, 0, 0, 0, 0]"
vivid,ˈvɪvɪd,2,0.831378916,0.831378916,2,0.831378916,0.831378916,"['ˈvɪsɪd', 'ˈlɪvɪd']","['viscid', 'livid']",2,2,0,0,6,"[1, 0, 1, 0, 0]"
vocabulary,və(ʊ)ˈkabjʊləri,0,0,0,0,0,0,[],[],4,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vocal,ˈvəʊk(ə)l,3,2.011915279,2.011915279,4,1.659451457,1.659451457,"['ˈjəʊk(ə)l', 'ˈvəʊk(ə)li', 'ˈləʊk(ə)l', 'ˈfəʊk(ə)l']","['yokel', 'vocally', 'local', 'focal']",2,1,1,0.5,6,"[3, 0, 0, 0, 0]"
vocalist,ˈvəʊk(ə)lɪst,0,0,0,0,0,0,[],[],4,0,0,0,7,"[0, 0, 0, 0, 0, 0, 0, 0]"
vocalize,ˈvəʊk(ə)lʌɪz,1,0.301029996,0.301029996,1,0.301029996,0.301029996,['ˈləʊk(ə)lʌɪz'],['localize'],2,1,0,0,8,"[1, 0, 0, 0, 0, 0, 0]"
vocation,və(ʊ)ˈkeɪʃ(ə)n,2,3.162751264,3.162751264,2,3.162751264,3.162751264,"['vəˈkeɪʃ(ə)n', 'lə(ʊ)ˈkeɪʃ(ə)n']","['vacation', 'location']",3,2,0,0,8,"[1, 1, 0, 0, 0, 0, 0]"
vodka,ˈvɒdkə,0,0,0,0,0,0,[],[],3,0,0,0,3,"[0, 0, 0, 0, 0]"
vogue,vəʊɡ,5,1.968859593,2.461074491,5,1.968859593,2.461074491,"['vəʊl', 'pəʊɡ', 'vəʊt', 'veɪɡ', 'rəʊɡ']","['vole', 'pogue', 'vote', 'vague', 'rogue']",3,3,0.2,0.2,3,"[2, 1, 2]"
voice,vɔɪs,5,2.370559868,2.370559868,6,2.188592157,2.188592157,"['vɔɪl', 'vʌɪs', 'vɔɪst', 'vɔɪd', 'vəːs', 'tʃɔɪs']","['voile', 'vice', 'voiced', 'void', 'verse', 'choice']",2,3,0.2,0.133333333,4,"[1, 2, 2]"
voiced,vɔɪst,7,1.714241874,1.714241874,8,1.9553315,1.9553315,"['vʊəst', 'vɔɪs', 'vɑːst', 'vəːst', 'vɛst', 'mɔɪst', 'dʒɔɪst', 'hɔɪst']","['wurst', 'voice', 'vast', 'versed', 'vest', 'moist', 'joist', 'hoist']",1,2,0.428571429,0.321428571,4,"[3, 4, 0, 0]"
void,vɔɪd,2,2.060040067,2.060040067,4,1.922655769,1.922655769,"['vɔɪl', 'ˈəʊvɔɪd', 'vɔɪs', 'əˈvɔɪd']","['voile', 'ovoid', 'voice', 'avoid']",1,1,1,0.333333333,4,"[0, 0, 2]"
volatile,ˈvɒlətʌɪl,0,0,0,0,0,0,[],[],3,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0]"
volcanic,vɒlˈkanɪk,0,0,0,0,0,0,[],[],2,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0, 0]"
volcano,vɒlˈkeɪnəʊ,0,0,0,0,0,0,[],[],2,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0]"
volley,ˈvɒli,11,2.284557215,2.284557215,11,2.284557215,2.284557215,"['ˈpɒli', 'ˈwɒli', 'ˈvali', 'ˈmɒli', 'ˈlɒli', 'ˈdʒɒli', 'ˈhɒli', 'ˈɡɒli', 'ˈfɒli', 'ˈdɒli', 'ˈkɒli']","['poly', 'wally', 'valley', 'molly', 'lolly', 'jolly', 'holly', 'golly', 'folly', 'dolly', 'collie']",1,2,0.818181818,0.818181818,4,"[10, 1, 0, 0]"
volt,vəʊlt,6,1.535118434,2.302677651,8,1.801060902,2.401414536,"['vəʊl', 'vɛlt', 'məʊlt', 'vəʊt', 'vɔːlt', 'dəʊlt', 'kəʊlt', 'bəʊlt']","['vole', 'veld', 'moult', 'vote', 'vault', 'dolt', 'colt', 'bolt']",2,2,0.466666667,0.285714286,5,"[4, 2, 0, 0]"
volume,ˈvɒljuːm,0,0,0,0,0,0,[],[],2,0,0,0,5,"[0, 0, 0, 0, 0, 0]"
voluntarily,ˈvɒl(ə)ntrɪli,0,0,0,0,0,0,[],[],3,0,0,0,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
voluntary,ˈvɒlənt(ə)ri,0,0,0,0,0,0,[],[],2,0,0,0,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
volunteer,ˌvɒlənˈtɪə,0,0,0,0,0,0,[],[],3,0,0,0,7,"[0, 0, 0, 0, 0, 0, 0]"
vomit,ˈvɒmɪt,1,2.198657087,2.198657087,1,2.198657087,2.198657087,['ˈkɒmɪt'],['comet'],2,1,0,0,4,"[1, 0, 0, 0, 0]"
voodoo,ˈvuːduː,1,1.278753601,1.278753601,1,1.278753601,1.278753601,['ˈhuːduː'],['hoodoo'],2,1,0,0,5,"[1, 0, 0, 0]"
vote,vəʊt,11,2.297544123,2.297544123,14,2.09595662,2.09595662,"['vəʊl', 'məʊt', 'kəʊt', 'rəʊt', 'vəʊɡ', 'vəʊlt', 'ˈvəʊtə', 'vat', 'vɛt', 'təʊt', 'nəʊt', 'əʊt', 'ɡəʊt', 'bəʊt']","['vole', 'mote', 'cote', 'wrote', 'vogue', 'volt', 'voter', 'vat', 'vet', 'tote', 'note', 'oat', 'goat', 'boat']",3,3,0.418181818,0.340659341,4,"[7, 2, 2]"
vowel,ˈvaʊəl,5,1.361039471,1.361039471,6,1.134199559,1.361039471,"['ˈvʌɪəl', 'ˈraʊ(ə)l', 'əˈvaʊəl', 'ˈtaʊəl', 'ˈdaʊəl', 'ˈbaʊəl']","['viol', 'rowel', 'avowal', 'towel', 'dowel', 'bowel']",4,2,0.6,0.4,3,"[4, 1, 0, 0]"
voyage,ˈvɔɪɪdʒ,0,0,0,1,1.770852012,1.770852012,['ˈvɔɪɪdʒə'],['voyager'],3,0,0,0,5,"[0, 0, 0, 0]"
vulgar,ˈvʌlɡə,2,1.402069716,1.402069716,2,1.402069716,1.402069716,"['ˈvʌltʃə', 'ˈvʌlvə']","['vulture', 'vulva']",3,1,1,1,6,"[0, 0, 0, 2, 0]"
vulgarity,vʌlˈɡarɪti,0,0,0,0,0,0,[],[],4,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
vulnerability,vʌln(ə)rəˈbɪlɪti,0,0,0,0,0,0,[],[],4,0,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vulnerable,ˈvʌln(ə)rəb(ə)l,0,0,0,0,0,0,[],[],1,0,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vulnerably,ˈvʌln(ə)rəb(ə)li,0,0,0,1,2.641474111,2.641474111,['ˈvʌln(ə)rəb(ə)l'],['vulnerable'],4,0,0,0,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vulture,ˈvʌltʃə,3,1.974295772,1.974295772,3,1.974295772,1.974295772,"['ˈvʌlɡə', 'ˈvʌlvə', 'ˈkʌltʃə']","['vulgar', 'vulva', 'culture']",5,2,0.333333333,0.333333333,4,"[1, 0, 0, 2, 0]"
wacky,ˈwaki,9,1.481239363,1.666394283,11,1.573848946,1.73123384,"['ˈjaki', 'maki', 'ˈdʒaki', 'ˈbaki', 'waks', 'ˈwaksi', 'wak', 'wakt', 'ˈwakə', 'ˈtaki', 'ˈlaki']","['yaqui', 'maquis', 'jacky', 'baccy', 'wax', 'waxy', 'whack', 'whacked', 'whacker', 'tacky', 'lackey']",1,2,0.5,0.4,4,"[6, 0, 0, 3]"
wad,wɒd,24,2.487203011,2.595342272,28,2.370020898,2.45779945,"['wɒp', 'wəʊd', 'wɒɡ', 'ˈwɒdi', 'wɒn', 'tɒd', 'kwɒd', 'hɒd', 'wʊd', 'wəd', 'wʌɪd', 'wɒnd', 'wɔːd', 'wɒz', 'wɒʃ', 'wɒtʃ', 'wɒt', 'wɛd', 'wiːd', 'wɪəd', 'weɪd', 'sɒd', 'ʃɒd', 'rɒd', 'ɒd', 'nɒd', 'ɡɒd', 'kɒd']","['wop', 'woad', 'wog', 'wadi', 'wan', 'tod', 'quod', 'hod', 'wood', 'would', 'wide', 'wand', 'ward', 'was', 'wash', 'watch', 'watt', 'wed', ""we'd"", 'weird', 'wade', 'sod', 'shod', 'rod', 'odd', 'nod', 'god', 'cod']",2,3,0.307971014,0.251322751,4,"[8, 9, 7]"
waddle,ˈwɒd(ə)l,9,1.370894453,1.370894453,11,1.267282733,1.267282733,"['ˈwiːd(ə)l', 'ˈwɒt(ə)l', 'ˈtwɒd(ə)l', 'ˈnɒd(ə)l', 'ˈdɒd(ə)l', 'ˈwɒb(ə)l', 'ˈwɒf(ə)l', 'ˈtɒd(ə)l', 'ˈswɒd(ə)l', 'ˈmɒd(ə)l', 'ˈkɒd(ə)l']","['wheedle', 'wattle', 'twaddle', 'noddle', 'doddle', 'wobble', 'waffle', 'toddle', 'swaddle', 'model', 'coddle']",2,3,0.361111111,0.272727273,4,"[5, 1, 3, 0, 0]"
wade,weɪd,25,2.056685034,2.570856292,30,1.904501196,2.380626496,"['wəʊd', 'wɒd', 'weɪ', 'weɪn', 'weɪl', 'reɪd', 'leɪd', 'wʊd', 'wəd', 'wʌɪd', 'wɔːd', 'weɪv', 'wɛd', 'wiːd', 'weɪt', 'wɪəd', 'ˈweɪdə', 'weɪdʒ', 'weɪdʒd', 'weɪf', 'weɪk', 'ðeɪd', 'sweɪd', 'ʃeɪd', 'peɪd', 'meɪd', 'dʒeɪd', 'feɪd', 'beɪd', 'eɪd']","['woad', 'wod', 'wei', 'wain', 'wale', 'rayed', 'lade', 'wood', 'would', 'wide', 'ward', 'wave', 'wed', ""we'd"", 'weight', 'weird', 'wader', 'wage', 'waged', 'waif', 'wake', ""they'd"", 'suede', 'shade', 'paid', 'made', 'jade', 'fade', 'bade', 'aide']",1,3,0.31,0.252873563,4,"[9, 9, 7]"
wafer,ˈweɪfə,7,1.351936535,1.351936535,8,1.339853531,1.339853531,"['ˈwuːfə', 'ˈtʃeɪfə', 'ˈweɪvə', 'ˈweɪlə', 'ˈweɪdə', 'ˈweɪdʒə', 'weɪf', 'ˈweɪtə']","['woofer', 'chafer', 'waver', 'whaler', 'wader', 'wager', 'waif', 'waiter']",2,3,0.476190476,0.357142857,4,"[1, 1, 5, 0]"
waffle,ˈwɒf(ə)l,3,1.517604724,1.517604724,4,1.388203543,1.388203543,"['ˈwɒt(ə)l', 'ˈɒf(ə)l', 'ˈwɒb(ə)l', 'ˈwɒd(ə)l']","['wattle', 'offal', 'wobble', 'waddle']",2,1,1,0.5,4,"[0, 0, 3, 0, 0]"
wag,waɡ,16,1.98243459,1.98243459,17,1.949054517,1.949054517,"['waŋ', 'wɒɡ', 'faɡ', 'daɡ', 'wɪɡ', 'wak', 'wam', 'taɡ', 'swaɡ', 'ʃaɡ', 'raɡ\xa0', 'naɡ', 'maɡ', 'laɡ', 'haɡ', 'ɡaɡ', 'baɡ']","['whang', 'wog', 'fag', 'dag', 'whig', 'whack', 'wham', 'tag', 'swag', 'shag', 'rag', 'nag', 'mag', 'lag', 'hag', 'gag', 'bag']",3,3,0.491666667,0.433823529,4,"[11, 2, 3]"
wage,weɪdʒ,14,2.262852922,2.436918531,18,2.168065671,2.439073879,"['weɪ', 'weɪn', 'weɪl', 'weɪv', 'wɛdʒ', 'weɪt', 'weɪd', 'weɪdʒd', 'ˈweɪdʒə', 'weɪf', 'weɪk', 'seɪdʒ', 'reɪdʒ', 'peɪdʒ', 'ɡeɪdʒ', 'keɪdʒ', 'beɪdʒ', 'eɪdʒ']","['wei', 'wain', 'wale', 'wave', 'wedge', 'weight', 'wade', 'waged', 'wager', 'waif', 'wake', 'sage', 'rage', 'page', 'gauge', 'cage', 'beige', 'age']",1,3,0.395604396,0.333333333,4,"[6, 1, 7]"
waggle,ˈwaɡ(ə)l,4,2.025573389,2.025573389,5,1.811307213,1.811307213,"['ˈwaŋɡ(ə)l', 'ˈwɪɡ(ə)l', 'ˈwaɡ(ə)n', 'ˈhaɡ(ə)l', 'ˈɡaɡ(ə)l']","['wangle', 'wiggle', 'wagon', 'haggle', 'gaggle']",1,3,0.166666667,0.1,5,"[2, 1, 0, 0, 1]"
wagon,ˈwaɡ(ə)n,1,1.322219295,1.322219295,2,1.138230902,1.138230902,"['ˈwaɡ(ə)nə', 'ˈwaɡ(ə)l']","['wagoner', 'waggle']",1,1,0,0,6,"[0, 0, 0, 0, 1]"
waist,weɪst,13,1.967118631,1.967118631,15,1.954471326,1.954471326,"['wɪst', 'wɒst', 'ˈweɪstə', 'meɪst', 'wəːst', 'weɪt', 'wɛst', 'teɪst', 'peɪst', 'leɪst', 'heɪst', 'feɪst', 'tʃeɪst', 'keɪst', 'beɪst']","['whist', 'wast', 'waster', 'mayst', 'worst', 'weight', 'west', 'taste', 'paste', 'laced', 'haste', 'faced', 'chaste', 'cased', 'baste']",3,2,0.538461538,0.4,5,"[9, 4, 0, 0]"
waistband,ˈweɪs(t)band,1,1.707570176,1.707570176,1,1.707570176,1.707570176,['ˈweɪs(t)land'],['wasteland'],2,1,0,0,6,"[0, 0, 0, 0, 1, 0, 0, 0]"
waistcoat,ˈweɪs(t)kəʊt,0,0,0,0,0,0,[],[],2,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0]"
waistline,ˈweɪs(t)lʌɪn,0,0,0,0,0,0,[],[],2,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0]"
wait,weɪt,24,2.021586571,2.10948164,30,2.061825546,2.2090988,"['wɪt', 'wʌɪt', 'weɪ', 'wəːt', 'weɪn', 'weɪl', 'feɪt', 'wɛt', 'wɔːt', 'weɪst', 'wɒt', 'weɪv', 'ˈweɪti', 'wiːt', 'weɪd', 'weɪdʒ', 'weɪf', 'ˈweɪtə', 'weɪk', 'seɪt', 'reɪt', 'peɪt', 'meɪt', 'leɪt', 'heɪt', 'ɡeɪt', 'eɪt', 'deɪt', 'beɪt', 'əˈweɪt']","['whit', 'wight', 'wei', 'wert', 'wain', 'wale', 'fete', 'whet', 'wart', 'waste', 'watt', 'wave', 'weighty', 'wheat', 'wade', 'wage', 'waif', 'waiter', 'wake', 'sate', 'rate', 'pate', 'mate', 'late', 'hate', 'gait', 'eight', 'date', 'bate', 'await']",2,3,0.315217391,0.24137931,4,"[10, 7, 7]"
waitress,ˈweɪtrəs,1,1.301029996,1.301029996,1,1.301029996,1.301029996,['ˈweɪtləs'],['weightless'],2,1,0,0,4,"[0, 0, 0, 1, 0, 0]"
waive,weɪv,18,2.014861175,2.266718822,22,1.905496853,2.206364777,"['weɪ', 'weɪn', 'weɪl', 'neɪv', 'leɪv', 'wəʊv', 'ˈweɪvə', 'weɪvz', 'ˈweɪvi', 'wiːv', 'weɪt', 'weɪd', 'weɪdʒ', 'weɪf', 'weɪk', 'ðeɪv', 'ʃeɪv', 'seɪv', 'reɪv', 'peɪv', 'ɡeɪv', 'keɪv']","['wei', 'wain', 'wale', 'nave', 'lave', 'wove', 'waver', 'waves', 'wavy', 'weave', 'weight', 'wade', 'wage', 'waif', 'wake', ""they've"", 'shave', 'save', 'rave', 'pave', 'gave', 'cave']",3,3,0.379084967,0.294372294,4,"[9, 2, 7]"
waiver,ˈweɪvə,13,1.709451181,1.709451181,15,1.683886339,1.804163935,"['ˈseɪvə', 'ˈreɪvə', 'ˈkweɪvə', 'ˈheɪvə', 'ˈfeɪvə', 'weɪv', 'weɪvz', 'ˈweɪvi', 'ˈwiːvə', 'ˈweɪlə', 'ˈweɪdə', 'ˈweɪfə', 'ˈweɪdʒə', 'ˈweɪtə', 'ˈʃeɪvə']","['savour', 'raver', 'quaver', 'haver', 'favour', 'wave', 'waves', 'wavy', 'weaver', 'whaler', 'wader', 'wafer', 'wager', 'waiter', 'shaver']",2,4,0.269230769,0.219047619,5,"[5, 1, 5, 2]"
