Word,Word,N_Dens (S),N_Freq (S) [1],N_Freq (S) [2],"N_Dens (S,A,D)","N_Freq (S,A,D) [1]","N_Freq (S,A,D) [2]",Neighbours,Neighbours,Edit distance to nw,Phon spread,C_coeff (sub only),C_coeff (SAD),Uniqueness point,n_watch
wake,weɪk,23,2.814104107,2.94201793,27,2.662414014,2.875407135,"['weɪ', 'weɪn', 'weɪl', 'heɪk', 'wəʊk', 'wəːk', 'wɪk', 'weɪv', 'wiːk', 'weɪt', 'wak', 'weɪd', 'weɪdʒ', 'weɪf', 'wɔːk', 'teɪk', 'ʃeɪk', 'seɪk', 'reɪk', 'kweɪk', 'meɪk', 'leɪk', 'dʒeɪk', 'keɪk', 'əˈweɪk', 'beɪk', 'eɪk']","['wei', 'wain', 'wale', 'hake', 'woke', 'work', 'wick', 'wave', 'weak', 'weight', 'whack', 'wade', 'wage', 'waif', 'walk', 'take', 'shake', 'sake', 'rake', 'quake', 'make', 'lake', 'jake', 'cake', 'awake', 'bake', 'ache']",1,3,0.320158103,0.284900285,4,"[10, 6, 7]"
waken,ˈweɪk(ə)n,4,2.171185526,2.171185526,5,2.15702253,2.15702253,"['ˈwəʊkən', 'ˈwiːk(ə)n', 'ˈʃeɪkən', 'əˈweɪk(ə)n', 'ˈbeɪk(ə)n']","['woken', 'weaken', 'shaken', 'awaken', 'bacon']",2,2,0.333333333,0.2,4,"[2, 2, 0, 0, 0]"
walk,wɔːk,22,2.634843271,2.634843271,25,2.57543396,2.57543396,"['ɔːk', 'wəʊk', 'wɔː', 'wəːk', 'wɔːn', 'jɔːk', 'wɪk', 'wɔːd', 'wɔːm', 'wɔːp', 'wɔːt', 'wiːk', 'wak', 'wɔːf', 'weɪk', 'ˈwɔːkə', 'wɔːl', 'tɔːk', 'pɔːk', 'hɔːk', 'ɡɔːk', 'fɔːk', 'kɔːk', 'tʃɔːk', 'bɔːk']","['auk', 'woke', 'wore', 'work', 'worn', 'york', 'wick', 'ward', 'warm', 'warp', 'wart', 'weak', 'whack', 'wharf', 'wake', 'walker', 'wall', 'torque', 'pork', 'hawk', 'gawk', 'fork', 'cork', 'chalk', 'balk']",1,3,0.311688312,0.293333333,4,"[9, 6, 7]"
wall,wɔːl,25,2.266295251,2.697970537,28,2.198176466,2.56453921,"['jɔːl', 'wiːl', 'weɪl', 'pɔːl', 'kɔːl', 'wʊl', 'wɔː', 'wɔːn', 'wʌɪl', 'wəːl', 'wɪl', 'wɔːld', 'wɔːd', 'wɔːm', 'wɔːp', 'wɔːt', 'wɛl', 'wɔːf', 'wɔːk', 'tɔːl', 'ʃɔːl', 'sɔːl', 'mɔːl', 'hɔːl', 'ɡɔːl', 'fɔːl', 'bɔːl', 'ɔːl']","[""y'all"", 'weal', 'wale', 'pawl', 'caul', 'wool', 'wore', 'worn', 'while', 'whirl', 'will', 'walled', 'ward', 'warm', 'warp', 'wart', 'well', 'wharf', 'walk', 'tall', 'shawl', 'saul', 'maul', 'haul', 'gall', 'fall', 'bawl', 'awl']",2,3,0.323333333,0.306878307,4,"[11, 7, 7]"
wallet,ˈwɒlɪt,1,0,0,1,0,0,['ˈbɒlɪt'],['bolet'],2,1,0,0,4,"[1, 0, 0, 0, 0]"
wallflower,ˈwɔːlflaʊə,0,0,0,0,0,0,[],[],2,0,0,0,4,"[0, 0, 0, 0, 0, 0, 0]"
wallpaper,ˈwɔːlpeɪpə,0,0,0,0,0,0,[],[],2,0,0,0,4,"[0, 0, 0, 0, 0, 0, 0]"
walnut,ˈwɔːlnʌt,0,0,0,0,0,0,[],[],2,0,0,0,4,"[0, 0, 0, 0, 0, 0]"
walrus,ˈwɔːlrəs,1,0,0,1,0,0,['ˈwɔːdrəs'],['wardress'],2,1,0,0,4,"[0, 0, 1, 0, 0, 0]"
waltz,wɒl(t)s,0,0,0,0,0,0,[],[],2,0,0,0,4,"[0, 0, 0, 0, 0]"
wand,wɒnd,8,3.173091041,3.173091041,11,2.740054835,2.740054835,"['wɒd', 'wɛnd', 'wɒn', 'wuːnd', 'wɪnd', 'ˈwɒndə', 'ˈwɒnə', 'wɒnt', 'pɒnd', 'fɒnd', 'bɒnd']","['wod', 'wend', 'wan', 'wound', 'wind', 'wander', 'wanna', 'want', 'pond', 'fond', 'bond']",2,3,0.25,0.2,5,"[3, 3, 0, 2]"
wander,ˈwɒndə,5,1.712527035,2.140658794,7,2.167551638,2.528810244,"['ˈwɒntə', 'ˈwʌndə', 'ˈjɒndə', 'ˈwʌɪndə', 'wɒnd', 'ˈwɒnə', 'ˈpɒndə']","['wanta', 'wonder', 'yonder', 'winder', 'wand', 'wanna', 'ponder']",2,3,0.2,0.19047619,6,"[2, 2, 0, 1, 0]"
want,wɒnt,9,1.94338331,2.186306224,12,1.787912094,2.145494513,"['wɒst', 'wɒn', 'ˈwɒntə', 'pɒnt', 'wəʊnt', 'wɒnd', 'ˈwɒnə', 'wɒt', 'wɛnt', 'wəːnt', 'wɒft', 'fɒnt']","['wast', 'wan', 'wanta', 'pont', 'wont', 'wand', 'wanna', 'watt', 'went', ""weren't"", 'waft', 'font']",3,4,0.166666667,0.181818182,5,"[2, 3, 2, 2]"
wanton,ˈwɒntən,0,0,0,1,0,0,['ˈwɒntə'],['wanta'],2,0,0,0,7,"[0, 0, 0, 0, 0, 0]"
war,wɔː,28,2.171969215,2.432605521,38,2.35409401,2.555873497,"['wuː', 'jɔː', 'wiː', 'weɪ', 'tɔː', 'nɔː', 'mɔː', 'lɔː', 'fɔː', 'kɔː', 'tʃɔː', 'ɔː', 'wəʊ', 'wɔːn', 'waʊ', 'wɛː', 'wəː', 'hɔː', 'wʌɪ', 'wɔːd', 'wɔːm', 'wɔːp', 'wɔːt', 'wɪə', 'wə', 'wɔːf', 'wɔːk', 'wɔːl', 'θɔː', 'swɔː', 'sɔː', 'ʃɔː', 'rɔː', 'pɔː', 'dʒɔː', 'ɡɔː', 'dɔː', 'bɔː']","['wu', 'yaw', 'whee', 'wei', 'tor', 'naw', 'mor', 'lor', 'faugh', 'cor', 'chaw', 'aw', 'woe', 'worn', 'wow', 'where', 'whir', 'whore', 'why', 'ward', 'warm', 'warp', 'wart', 'weir', 'were', 'wharf', 'walk', 'wall', 'thor', 'swore', 'soar', 'shaw', 'raw', 'pore', 'jaw', 'gore', 'door', 'bore']",2,2,0.523809524,0.348506401,3,"[18, 10]"
warden,ˈwɔːd(ə)n,4,2.226508514,2.226508514,5,1.961824809,1.961824809,"['ˈwɔːdə', 'ˈkɔːd(ə)n', 'ˈwʊd(ə)n', 'ˈwʌɪd(ə)n', 'ˈdʒɔːd(ə)n']","['warder', 'cordon', 'wooden', 'widen', 'jordan']",2,2,0.333333333,0.2,5,"[2, 2, 0, 0, 0]"
wardrobe,ˈwɔːdrəʊb,0,0,0,0,0,0,[],[],1,0,0,0,5,"[0, 0, 0, 0, 0, 0]"
ware,wɛː,25,2.632829329,2.99185151,28,2.597624601,3.030562034,"['wuː', 'wiː', 'weɪ', 'nɛː', 'hɛː', 'ɛː', 'wəʊ', 'wɔː', 'waʊ', 'jɛː', 'wəː', 'wʌɪ', 'wɪə', 'wə', 'ðɛː', 'tɛː', 'swɛː', 'ʃɛː', 'rɛː', 'pɛː', 'mɛː', 'lɛː', 'fɛː', 'dɛː', 'tʃɛː', 'kɛː', 'bɛː', 'əˈwɛː']","['wu', 'whee', 'wei', ""ne'er"", 'herr', ""e'er"", 'woe', 'wore', 'wow', 'yeah', 'whir', 'why', 'weir', 'were', 'their', 'tare', 'swear', 'share', 'rare', 'pare', 'mare', 'lair', 'fair', 'dare', 'chair', 'care', 'bare', 'aware']",1,2,0.5,0.439153439,3,"[15, 10]"
warfare,ˈwɔːfɛː,0,0,0,1,1.819543936,1.819543936,['wɔːf'],['wharf'],3,0,0,0,4,"[0, 0, 0, 0]"
warlord,ˈwɔːlɔːd,0,0,0,2,0.840620619,0.840620619,"['ˈwɔːlbɔːd', 'wɔːld']","['wallboard', 'walled']",3,0,0,0,4,"[0, 0, 0, 0, 0]"
warm,wɔːm,16,2.276610148,2.601840169,20,2.296197265,2.551330294,"['hɔːm', 'kɔːm', 'wuːm', 'wɔː', 'wəːm', 'wɔːn', 'wɪm', 'wɔːd', 'ˈwɔːmə', 'wɔːmθ', 'wɔːp', 'wɔːt', 'wam', 'wɔːf', 'wɔːk', 'wɔːl', 'swɔːm', 'nɔːm', 'fɔːm', 'dɔːm']","['haulm', 'corm', 'womb', 'wore', 'worm', 'worn', 'whim', 'ward', 'warmer', 'warmth', 'warp', 'wart', 'wham', 'wharf', 'walk', 'wall', 'swarm', 'norm', 'form', 'dorm']",2,3,0.308333333,0.236842105,4,"[5, 4, 7]"
warmhearted,wɔːmˈhɑːtɪd,0,0,0,0,0,0,[],[],3,0,0,0,4,"[0, 0, 0, 0, 0, 0, 0, 0]"
warmth,wɔːmθ,1,2.267171728,2.267171728,2,2.846026683,2.846026683,"['wɔːm', 'ˈwɔːmə']","['warm', 'warmer']",2,1,0,1,4,"[0, 0, 0, 1]"
warn,wɔːn,27,2.363884123,2.363884123,29,2.398403579,2.398403579,"['wɪn', 'wɛn', 'weɪn', 'wɒn', 'sɔːn', 'mɔːn', 'lɔːn', 'wʌn', 'wɔː', 'jɔːn', 'wʌɪn', 'wɔːd', 'wɔːm', 'wɔːp', 'wɔːt', 'wiːn', 'wɔːf', 'wɔːk', 'wɔːl', 'tɔːn', 'θɔːn', 'swɔːn', 'ʃɔːn', 'pɔːn', 'hɔːn', 'fɔːn', 'dɔːn', 'kɔːn', 'bɔːn']","['wynn', 'wen', 'wain', 'wan', 'sawn', 'mon', 'lorn', 'won', 'wore', 'yawn', 'whine', 'ward', 'warm', 'warp', 'wart', 'wean', 'wharf', 'walk', 'wall', 'torn', 'thorn', 'sworn', 'shorn', 'porn', 'horn', 'faun', 'dawn', 'corn', 'born']",3,3,0.341880342,0.315270936,4,"[13, 7, 7]"
warp,wɔːp,14,2.355858946,2.537078865,16,2.371283237,2.529368786,"['wɒp', 'θɔːp', 'ɡɔːp', 'wɔː', 'wɔːn', 'wɪp', 'wʊp', 'wʌɪp', 'wɔːd', 'wɔːm', 'wɔːpt', 'wɔːt', 'wiːp', 'wɔːf', 'wɔːk', 'wɔːl']","['wop', 'thorp', 'gawp', 'wore', 'worn', 'whip', 'whoop', 'wipe', 'ward', 'warm', 'warped', 'wart', 'weep', 'wharf', 'walk', 'wall']",2,3,0.351648352,0.333333333,4,"[2, 5, 7]"
warpath,ˈwɔːpɑːθ,0,0,0,0,0,0,[],[],3,0,0,0,4,"[0, 0, 0, 0, 0]"
warrant,ˈwɒr(ə)nt,2,0.671211341,1.342422681,6,1.025811348,1.538717021,"['ˈwɒrəntə', 'wɒr(ə)nˈtiː', 'ˈwɒr(ə)nti', 'ˈwɒr(ə)n', 'ˈwɒz(ə)nt', 'ˈtɒr(ə)nt']","['warrantor', 'warrantee', 'warranty', 'warren', ""wasn't"", 'torrent']",1,2,0,0.2,7,"[1, 0, 1, 0, 0, 0]"
warranty,ˈwɒr(ə)nti,2,0.150514998,0.301029996,3,1.108915127,1.66337269,"['ˈwɒrəntə', 'ˈwɒr(ə)nt', 'wɒr(ə)nˈtiː']","['warrantor', 'warrant', 'warrantee']",2,1,1,1,7,"[0, 0, 0, 0, 0, 0, 2]"
warrior,ˈwɒrɪə,0,0,0,0,0,0,[],[],3,0,0,0,4,"[0, 0, 0, 0]"
warship,ˈwɔːʃɪp,1,2.612783857,2.612783857,1,2.612783857,2.612783857,['ˈwəːʃɪp'],['worship'],3,1,0,0,3,"[0, 1, 0, 0, 0]"
wartime,ˈwɔːtʌɪm,0,0,0,0,0,0,[],[],3,0,0,0,4,"[0, 0, 0, 0, 0]"
wash,wɒʃ,16,2.08735259,2.22650943,22,1.813037427,1.899372543,"['wɒp', 'wɒd', 'wɒɡ', 'ˈwɒʃi', 'wɒn', 'tɒʃ', 'kɒʃ', 'bɒʃ', 'wuːʃ', 'wɪʃ', 'wɒz', 'ˈwɒʃə', 'wɒtʃ', 'wɒt', 'swɒʃ', 'kwɒʃ', 'pɒʃ', 'nɒʃ', 'dʒɒʃ', 'ɡɒʃ', 'ˈʌɪwɒʃ', 'əˈwɒʃ']","['wop', 'wod', 'wog', 'washy', 'wan', 'tosh', 'cosh', 'bosh', 'whoosh', 'wish', 'was', 'washer', 'watch', 'watt', 'swash', 'quash', 'posh', 'nosh', 'josh', 'gosh', 'eyewash', 'awash']",3,3,0.358333333,0.220779221,4,"[7, 2, 7]"
washbasin,ˈwɒʃbeɪs(ə)n,0,0,0,0,0,0,[],[],2,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0, 0]"
washer,ˈwɒʃə,6,1.37469108,2.06203662,8,1.445724003,2.313158404,"['ˈwɒʃi', 'ˈwɒtʃə', 'ˈwɒlə', 'ˈkwɒʃə', 'ˈnɒʃə', 'ˈwɒpə', 'ˈwɒnə', 'wɒʃ']","['washy', 'watcher', 'wallah', 'quassia', 'nosher', 'whopper', 'wanna', 'wash']",2,3,0.4,0.25,5,"[1, 0, 4, 1]"
washhouse,ˈwɒʃhaʊs,0,0,0,0,0,0,[],[],2,0,0,0,4,"[0, 0, 0, 0, 0, 0]"
washout,ˈwɒʃaʊt,0,0,0,0,0,0,[],[],3,0,0,0,4,"[0, 0, 0, 0, 0]"
washy,ˈwɒʃi,3,1.827462529,1.827462529,4,2.200008283,2.200008283,"['ˈwɒdi', 'ˈwɒli', 'wɒʃ', 'ˈwɒʃə']","['wadi', 'wally', 'wash', 'washer']",2,2,0.333333333,0.333333333,4,"[0, 0, 2, 1]"
wasp,wɒsp,2,1.171211341,1.171211341,3,1.430604229,1.430604229,"['wɒp', 'wɒst', 'wɪsp']","['wop', 'wast', 'wisp']",3,2,0,0,5,"[0, 1, 0, 1]"
wastepaper,ˈweɪstpeɪpə,0,0,0,0,0,0,[],[],2,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0, 0]"
watch,wɒtʃ,10,2.331943095,2.331943095,12,2.192848992,2.192848992,"['wɒp', 'wɒd', 'wɒɡ', 'ˈwɒtʃə', 'wɒn', 'wɪtʃ', 'wɒz', 'wɒʃ', 'wɒt', 'swɒtʃ', 'nɒtʃ', 'bɒtʃ']","['wop', 'wod', 'wog', 'watcher', 'wan', 'which', 'was', 'wash', 'watt', 'swatch', 'notch', 'botch']",3,3,0.488888889,0.333333333,4,"[2, 1, 7]"
water,ˈwɔːtə,11,2.135556858,2.135556858,13,2.186192576,2.186192576,"['ˈwɪtə', 'ˈwɔːdə', 'ˈsɔːtə', 'ˈwɔːmə', 'wɔːt', 'ˈwɔːti', 'ˈweɪtə', 'ˈwɔːkə', 'ˈk(w)ɔːtə', 'ˈpɔːtə', 'ˈmɔːtə', 'ˈdɔːtə', 'eɪˈɔːtə']","['witter', 'warder', 'sorter', 'warmer', 'wart', 'warty', 'waiter', 'walker', 'quarter', 'porter', 'mortar', 'daughter', 'aorta']",2,4,0.254545455,0.192307692,5,"[5, 2, 3, 1]"
watercolor,ˈwɔːtəkʌlə,0,0,0,0,0,0,[],[],4,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0, 0]"
waterline,ˈwɔːtəlʌɪn,0,0,0,0,0,0,[],[],3,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0]"
waterpower,ˈwɔːtəpaʊə,0,0,0,0,0,0,[],[],3,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0]"
waterproof,ˈwɔːtəpruːf,0,0,0,0,0,0,[],[],2,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0, 0]"
waterspout,ˈwɔːtəspaʊt,0,0,0,0,0,0,[],[],3,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0, 0]"
watertight,ˈwɔːtətʌɪt,0,0,0,0,0,0,[],[],3,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0]"
waterway,ˈwɔːtəweɪ,0,0,0,0,0,0,[],[],2,0,0,0,6,"[0, 0, 0, 0, 0, 0]"
watery,ˈwɔːt(ə)ri,1,0.954242509,0.954242509,1,0.954242509,0.954242509,['ˈkɔːt(ə)ri'],['cautery'],2,1,0,0,5,"[1, 0, 0, 0, 0, 0]"
watt,wɒt,26,2.414379051,2.510954213,32,2.250312171,2.400332983,"['wɒp', 'wɒtˈɛː', 'wɪt', 'wʌɪt', 'wɒd', 'wɒɡ', 'wɒst', 'wəːt', 'wɒn', 'twɒt', 'swɒt', 'sɒt', 'nɒt', 'jɒt', 'wɛt', 'wɒnt', 'wɔːt', 'wɒz', 'wɒʃ', 'wɒtʃ', 'weɪt', 'wiːt', 'wɒft', 'tɒt', 'ʃɒt', 'rɒt', 'pɒt', 'lɒt', 'dʒɒt', 'hɒt', 'ɡɒt', 'kɒt']","['wop', ""whate'er"", 'whit', 'wight', 'wod', 'wog', 'wast', 'wert', 'wan', 'twat', 'swot', 'sot', 'nott', 'yacht', 'whet', 'want', 'wart', 'was', 'wash', 'watch', 'weight', 'wheat', 'waft', 'tot', 'shot', 'rot', 'pot', 'lot', 'jot', 'hot', 'got', 'cot']",2,3,0.332307692,0.231854839,4,"[12, 7, 7]"
wavy,ˈweɪvi,4,2.105644413,2.105644413,5,2.291601478,2.291601478,"['weɪv', 'ˈweɪvə', 'weɪvz', 'ˈweɪti', 'ˈneɪvi']","['wave', 'waver', 'waves', 'weighty', 'navy']",1,3,0.166666667,0.3,4,"[1, 0, 1, 2]"
wax,waks,9,2.206892786,2.206892786,13,2.091505553,2.091505553,"['paks', 'ˈwaksi', 'wak', 'wakt', 'ˈwakə', 'ˈwaki', 'taks', 'saks', 'maks', 'laks', 'dʒaks', 'ˈɪəwaks', 'aks']","['pax', 'waxy', 'whack', 'whacked', 'whacker', 'wacky', 'tax', 'sax', 'max', 'lax', 'jacks', 'earwax', 'ax']",3,2,0.5,0.358974359,5,"[6, 0, 0, 3]"
way,weɪ,25,3.034491826,3.160928986,38,2.785876823,2.940647758,"['wuː', 'wiː', 'weɪn', 'weɪl', 'ʃeɪ', 'kweɪ', 'neɪ', 'leɪ', 'keɪ', 'feɪ', 'beɪ', 'wəʊ', 'wɔː', 'waʊ', 'wɛː', 'wəː', 'wʌɪ', 'weɪv', 'weɪt', 'wɪə', 'wə', 'weɪd', 'weɪdʒ', 'weɪf', 'weɪk', 'ðeɪ', 'sweɪ', 'seɪ', 'reɪ', 'peɪ', 'meɪ', 'dʒeɪ', 'heɪ', 'ɡeɪ', 'eɪ', 'deɪ', 'əˈweɪ', 'ˈɛːweɪ']","['wu', 'whee', 'wain', 'wale', 'shay', 'qua', 'nae', 'ley', 'kay', 'fey', 'bey', 'woe', 'wore', 'wow', 'where', 'whir', 'why', 'wave', 'weight', 'weir', 'were', 'wade', 'wage', 'waif', 'wake', 'they', 'sway', 'say', 'ray', 'pay', 'may', 'jay', 'hey', 'gay', 'eh', 'day', 'away', 'airway']",1,2,0.5,0.285917496,3,"[15, 10]"
wealth,wɛlθ,6,1.581952811,1.581952811,8,2.15642455,2.15642455,"['wɛlk', 'wɛlp', 'ˈwɛlθi', 'wɛld', 'wɛl', 'wɛlʃ', 'wɛlt', 'hɛlθ']","['whelk', 'whelp', 'wealthy', 'weld', 'well', 'welsh', 'welt', 'health']",1,2,0.666666667,0.535714286,5,"[1, 0, 0, 5]"
weapon,ˈwɛp(ə)n,0,0,0,0,0,0,[],[],1,0,0,0,6,"[0, 0, 0, 0, 0]"
wearable,ˈwɛːrəb(ə)l,1,1.544068044,1.544068044,1,1.544068044,1.544068044,['ˈbɛːrəb(ə)l'],['bearable'],2,1,0,0,6,"[1, 0, 0, 0, 0, 0, 0]"
wearer,ˈwɛːrə,5,1.475857771,1.844822214,7,1.097188407,1.53606377,"['ˈswɛːrə', 'ˈʃɛːrə', 'ˈpɛːrə', 'ˈɛːrə', 'ˈwɛːri', 'ˈsɛːrə', 'ˈbɛːrə']","['swearer', 'sharer', 'parer', 'eire', 'wary', 'sarah', 'bearer']",3,2,0.6,0.523809524,5,"[4, 0, 0, 1]"
weary,ˈwɪəri,10,1.756332058,1.756332058,12,1.749557028,1.749557028,"['ˈwɛri', 'ˈwɪədi', 'ˈpɪəri', 'ˈbɪəri', 'ˈwʌri', 'ˈwɛːri', 'ˈθɪəri', 'ˈkwɪəri', 'ˈlɪəri', 'ˈɪəri', 'ˈdɪəri', 'ˈtʃɪəri']","['wherry', 'weirdie', 'peri', 'beery', 'worry', 'wary', 'theory', 'query', 'leery', 'eerie', 'dearie', 'cheery']",2,3,0.4,0.363636364,4,"[6, 3, 1, 0]"
weather,ˈwɛðə,6,2.019647314,2.019647314,7,1.910450912,1.910450912,"['ˈwɪðə', 'ˈwɛðəd', 'ˈtɛðə', 'ˈnɛðə', 'ˈlɛðə', 'ˈhɛðə', 'ˈfɛðə']","['whither', 'weathered', 'tether', 'nether', 'leather', 'heather', 'feather']",3,2,0.666666667,0.476190476,5,"[5, 1, 0, 0]"
weathering,ˈwɛðəːɪŋ,0,0,0,0,0,0,[],[],4,0,0,0,4,"[0, 0, 0, 0, 0, 0]"
weatherman,ˈwɛðəman,0,0,0,0,0,0,[],[],1,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0]"
weatherproof,ˈwɛðəpruːf,0,0,0,0,0,0,[],[],3,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0, 0]"
weave,wiːv,14,1.813821535,1.953346268,17,1.947516468,2.069236248,"['wiː', 'wiːl', 'riːv', 'wəʊv', 'wiːz', 'weɪv', 'wiːk', 'wiːn', 'ˈwiːvə', 'wiːd', 'wiːp', 'wiːt', 'θiːv', 'piːv', 'liːv', 'hiːv', 'iːv']","['whee', 'weal', 'reeve', 'wove', 'wheeze', 'wave', 'weak', 'wean', 'weaver', ""we'd"", 'weep', 'wheat', 'thieve', 'peeve', 'leave', 'heave', 'eve']",2,3,0.351648352,0.323529412,4,"[5, 2, 7]"
web,wɛb,7,2.443774903,2.443774903,9,2.18227227,2.18227227,"['wɛbd', 'wɛn', 'rɛb', 'dɛb', 'wɛt', 'wɛd', 'wɛdʒ', 'wɛl', 'ɛb']","['webbed', 'wen', 'reb', 'deb', 'whet', 'wed', 'wedge', 'well', 'ebb']",2,2,0.523809524,0.388888889,4,"[2, 0, 5]"
wed,wɛd,24,2.791843173,3.045647098,27,2.610258985,2.819079704,"['zɛd', 'wəʊd', 'wɒd', 'wɛb', 'wɛbd', 'wɛn', 'wɛnd', 'wʊd', 'wəd', 'wɛt', 'wʌɪd', 'wɔːd', 'wiːd', 'wɛdʒ', 'wɪəd', 'wɛld', 'wɛl', 'weɪd', 'tɛd', 'ʃɛd', 'sɛd', 'rɛd', 'lɛd', 'hɛd', 'fɛd', 'dɛd', 'bɛd']","['zed', 'woad', 'wod', 'webb', 'webbed', 'wen', 'wend', 'wood', 'would', 'whet', 'wide', 'ward', ""we'd"", 'wedge', 'weird', 'weld', 'well', 'wade', 'ted', 'shed', 'said', 'red', 'led', 'head', 'fed', 'dead', 'bed']",1,3,0.329710145,0.276353276,4,"[10, 9, 5]"
wedding,ˈwɛdɪŋ,6,1.529530039,1.529530039,6,1.529530039,1.529530039,"['ˈwɛbɪŋ', 'ˈwɒdɪŋ', 'ˈwəːdɪŋ', 'ˈwɛtɪŋ', 'ˈhɛdɪŋ', 'ˈbɛdɪŋ']","['webbing', 'wadding', 'wording', 'wetting', 'heading', 'bedding']",1,3,0.2,0.2,4,"[2, 2, 2, 0, 0]"
wedge,wɛdʒ,10,1.909056082,2.121173424,11,2.015431097,2.216974207,"['wɛb', 'wɛn', 'sɛdʒ', 'wɛt', 'wɛd', 'wɛl', 'weɪdʒ', 'vɛdʒ', 'lɛdʒ', 'hɛdʒ', 'ɛdʒ']","['webb', 'wen', 'sedge', 'whet', 'wed', 'well', 'wage', 'veg', 'ledge', 'hedge', 'edge']",1,3,0.355555556,0.363636364,4,"[4, 1, 5]"
Wednesday,ˈwɛnzdeɪ,0,0,0,0,0,0,[],[],2,0,0,0,5,"[0, 0, 0, 0, 0, 0]"
weed,wiːd,27,2.319761546,2.408983144,33,2.167069242,2.306880161,"['wiː', 'wəʊd', 'wɒd', 'wiːl', 'wiːld', 'ˈwiːdi', 'swiːd', 'miːd', 'wʊd', 'wəd', 'wiːz', 'wʌɪd', 'wɔːd', 'wiːk', 'wiːn', 'wiːv', 'wɛd', 'wiːdz', 'wiːp', 'wɪəd', 'wiːt', 'weɪd', 'twiːd', 'ʃiːd', 'siːd', 'riːd', 'niːd', 'liːd', 'kiːd', 'hiːd', 'fiːd', 'diːd', 'biːd']","['whee', 'woad', 'wod', 'weal', 'weald', 'weedy', 'swede', 'meed', 'wood', 'would', 'wheeze', 'wide', 'ward', 'weak', 'wean', 'weave', 'wed', 'weeds', 'weep', 'weird', 'wheat', 'wade', 'tweed', ""she'd"", 'seed', 'reed', 'need', 'lead', 'keyed', 'heed', 'feed', 'deed', 'bead']",1,3,0.319088319,0.234848485,4,"[11, 9, 7]"
week,wiːk,22,2.057631761,2.263394938,24,2.031311919,2.215976639,"['wiː', 'wiːl', 'tiːk', 'piːk', 'wəʊk', 'wəːk', 'riːk', 'wiːz', 'wɪk', 'wiːn', 'wiːv', 'wiːd', 'wiːp', 'wak', 'wiːt', 'weɪk', 'wɔːk', 'twiːk', 'siːk', 'ʃiːk', 'miːk', 'liːk', 'tʃiːk', 'biːk']","['whee', 'weal', 'teak', 'peke', 'woke', 'work', 'wreak', 'wheeze', 'wick', 'wean', 'weave', ""we'd"", 'weep', 'whack', 'wheat', 'wake', 'walk', 'tweak', 'sikh', 'sheikh', 'meek', 'leak', 'cheek', 'beak']",1,3,0.311688312,0.289855072,4,"[9, 6, 7]"
weep,wiːp,24,2.240067813,2.337462065,27,2.217218677,2.302496319,"['wɒp', 'wiː', 'wiːl', 'niːp', 'wiːz', 'wɪp', 'wʊp', 'wʌɪp', 'wɔːp', 'wiːk', 'wiːn', 'wiːv', 'wiːd', 'ˈwiːpi', 'wiːt', 'swiːp', 'ʃiːp', 'siːp', 'riːp', 'piːp', 'liːp', 'kiːp', 'dʒiːp', 'hiːp', 'diːp', 'tʃiːp', 'biːp']","['wop', 'whee', 'weal', 'neap', 'wheeze', 'whip', 'whoop', 'wipe', 'warp', 'weak', 'wean', 'weave', ""we'd"", 'weepy', 'wheat', 'sweep', 'sheep', 'seep', 'reap', 'peep', 'leap', 'keep', 'jeep', 'heap', 'deep', 'cheap', 'beep']",2,3,0.351449275,0.299145299,4,"[12, 5, 7]"
weird,wɪəd,13,1.94528251,2.107389386,17,1.762367807,1.872515795,"['wəʊd', 'wɒd', 'ˈwɪədi', 'sɪəd', 'wʊd', 'wəd', 'wʌɪd', 'wɔːd', 'wɛd', 'wiːd', 'wɪə', 'ˈwɪədəʊ', 'weɪd', 'tɪəd', 'ˈɡɪəd', 'ɪəd', 'bɪəd']","['woad', 'wod', 'weirdie', 'seared', 'wood', 'would', 'wide', 'ward', 'wed', ""we'd"", 'weir', 'weirdo', 'wade', 'tiered', 'geared', 'eared', 'beard']",1,2,0.538461538,0.345588235,4,"[4, 9, 0]"
welcome,ˈwɛlkəm,0,0,0,0,0,0,[],[],2,0,0,0,7,"[0, 0, 0, 0, 0, 0]"
welfare,ˈwɛlfɛː,0,0,0,0,0,0,[],[],3,0,0,0,4,"[0, 0, 0, 0, 0]"
